source,media_type,relative_path,identity_id,contract_label,training_role,split_group,is_smile_subtype,frames_sampled,frames_ok,face_detection_rate,smile_detection_rate,image_width_median,image_height_median,brightness_mean,brightness_std,contrast_rms_mean,sharpness_laplacian_var_mean,edge_density_mean,lower_face_brightness_mean,lower_face_edge_density_mean,lower_face_symmetry_mad_mean,lower_face_dark_ratio_mean,face_area_pct_mean,face_area_pct_std,face_center_x_pct_mean,face_center_y_pct_mean,smile_area_pct_mean,smile_area_pct_std,smile_to_face_width_ratio_mean,smile_to_face_width_ratio_std,duration_ms,extraction_status,extractor_version,notes
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/14a.jpg,14,neutral,basic_expression_support,fei_subject_14,False,1,1,1.0,1.0,260.0,360.0,83.81803418803419,53.6790351209874,53.67903518676758,53.53162498618873,0.0252991452991453,98.93662659654395,0.027498121712997745,0.1243007555603981,0.2584898572501878,0.5170940170940171,0.0,0.5038461538461538,0.55,0.057777777777777775,0.0,0.4727272727272727,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/14b.jpg,14,generic_smile,basic_expression_support,fei_subject_14,False,1,1,1.0,1.0,260.0,360.0,88.97654914529915,55.28884772685534,55.288848876953125,51.188173487836956,0.026858974358974358,100.02629601803156,0.030879038317054845,0.14097729325294495,0.2588279489105935,0.5170940170940171,0.0,0.5076923076923077,0.5416666666666666,0.057777777777777775,0.0,0.4727272727272727,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/15a.jpg,15,neutral,basic_expression_support,fei_subject_15,False,1,1,1.0,1.0,260.0,360.0,108.39143162393162,48.53382166475612,48.5338249206543,49.99413946919059,0.024145299145299146,107.23657474600871,0.018303499435574907,0.10753294080495834,0.2543138203515562,0.4801709401709402,0.0,0.5115384615384615,0.5527777777777778,0.057777777777777775,0.0,0.49056603773584906,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/15b.jpg,15,generic_smile,basic_expression_support,fei_subject_15,False,1,1,1.0,1.0,260.0,360.0,108.40360042735043,48.35605414092074,48.35605239868164,52.19234371290361,0.023814102564102563,101.63111658456486,0.02200328407224959,0.10343346744775772,0.25513136288998356,0.47115384615384615,0.0,0.5038461538461538,0.5472222222222223,0.16641025641025642,0.0,0.8428571428571429,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/16a.jpg,16,neutral,basic_expression_support,fei_subject_16,False,1,1,1.0,0.0,260.0,360.0,90.3822435897436,57.0000684218406,57.00006866455078,50.753802231262334,0.014786324786324787,65.52995249824068,0.014646375791695988,0.08367065340280533,0.27036418015482055,0.440267094017094,0.0,0.5173076923076924,0.5458333333333333,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/16b.jpg,16,generic_smile,basic_expression_support,fei_subject_16,False,1,1,1.0,1.0,260.0,360.0,90.62521367521367,57.29948580635163,57.29948806762695,47.95556623646267,0.015395299145299145,65.15566587524282,0.018648823656378155,0.0864994078874588,0.25763004532700196,0.44898504273504275,0.0,0.5134615384615384,0.5458333333333333,0.057777777777777775,0.0,0.5073170731707317,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/17a.jpg,17,neutral,basic_expression_support,fei_subject_17,False,1,1,1.0,1.0,260.0,360.0,87.52978632478633,49.854583942956374,49.854583740234375,56.12200597879685,0.023536324786324787,99.2725778842862,0.018212940773707633,0.12669794261455536,0.25272167066073264,0.5651709401709402,0.0,0.5,0.5722222222222222,0.057777777777777775,0.0,0.45217391304347826,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/17b.jpg,17,generic_smile,basic_expression_support,fei_subject_17,False,1,1,1.0,1.0,260.0,360.0,88.75636752136752,49.77638631588624,49.77638626098633,58.17105264617119,0.02357905982905983,94.86295526632397,0.022567355718400232,0.11235051602125168,0.2578657625141274,0.531292735042735,0.0,0.5057692307692307,0.5652777777777778,0.057777777777777775,0.0,0.4663677130044843,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/18a.jpg,18,neutral,basic_expression_support,fei_subject_18,False,1,1,1.0,1.0,260.0,360.0,77.01601495726496,46.00488721176586,46.00489044189453,51.16262149170867,0.028173076923076922,87.30993622400845,0.020566813842031774,0.09588828682899475,0.2640854371863089,0.5124038461538462,0.0,0.5096153846153846,0.5513888888888889,0.057777777777777775,0.0,0.4748858447488584,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/18b.jpg,18,generic_smile,basic_expression_support,fei_subject_18,False,1,1,1.0,1.0,260.0,360.0,75.75524572649573,45.96720773797277,45.96720886230469,43.995055354207764,0.028707264957264958,82.48762838468721,0.027038593215063803,0.08459200710058212,0.26365546218487396,0.49846153846153846,0.0,0.5115384615384615,0.5472222222222223,0.057777777777777775,0.0,0.48148148148148145,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/19a.jpg,19,neutral,basic_expression_support,fei_subject_19,False,1,1,1.0,1.0,260.0,360.0,80.56478632478633,56.78216125615645,56.78215789794922,55.54096105620846,0.020566239316239316,90.22487039170507,0.016921082949308757,0.11611152440309525,0.2627448156682028,0.5360683760683761,0.0,0.5115384615384615,0.5527777777777778,0.057777777777777775,0.0,0.4642857142857143,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/19b.jpg,19,generic_smile,basic_expression_support,fei_subject_19,False,1,1,1.0,1.0,260.0,360.0,82.66976495726496,57.080134706830215,57.08013153076172,32.81944948943951,0.02001068376068376,89.70785840707964,0.017628318584070796,0.11554398387670517,0.2575221238938053,0.5456837606837607,0.0,0.5115384615384615,0.55,0.057777777777777775,0.0,0.46017699115044247,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/1a.jpg,1,neutral,basic_expression_support,fei_subject_1,False,1,1,1.0,0.0,260.0,360.0,87.52982905982905,53.66682659608127,53.666831970214844,63.70311823316166,0.025833333333333333,98.56693425076453,0.016704892966360855,0.09200485795736313,0.2552752293577982,0.5077350427350428,0.0,0.5192307692307693,0.5583333333333333,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/1b.jpg,1,generic_smile,basic_expression_support,fei_subject_1,False,1,1,1.0,1.0,260.0,360.0,86.16887820512821,53.83620889579328,53.83620834350586,50.84914983563446,0.024615384615384615,97.08669656203288,0.01666119800211455,0.09908358752727509,0.25954281964344306,0.531292735042735,0.0,0.5057692307692307,0.5541666666666667,0.057777777777777775,0.0,0.4663677130044843,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/20a.jpg,20,neutral,basic_expression_support,fei_subject_20,False,1,1,1.0,0.0,260.0,360.0,83.14924145299145,49.306677249974506,49.30667495727539,51.39712732805538,0.0202991452991453,80.68118279569893,0.016594982078853047,0.08893246948719025,0.26150537634408605,0.5408653846153846,0.0,0.5096153846153846,0.5513888888888889,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/20b.jpg,20,generic_smile,basic_expression_support,fei_subject_20,False,1,1,1.0,1.0,260.0,360.0,82.24590811965813,49.62860257680646,49.62860107421875,57.268775320398674,0.02139957264957265,78.67526166216122,0.019615997781936647,0.09064709395170212,0.2541068829278436,0.5602670940170941,0.0,0.5096153846153846,0.5513888888888889,0.057777777777777775,0.0,0.45414847161572053,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/21a.jpg,21,neutral,basic_expression_support,fei_subject_21,False,1,1,1.0,0.0,260.0,360.0,73.99570512820513,51.50810743103192,51.50811004638672,53.89122095067207,0.0366025641025641,75.6063709204612,0.032362712526871215,0.06553112715482712,0.2512018760992769,0.49385683760683763,0.0,0.5211538461538462,0.5541666666666667,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/21b.jpg,21,generic_smile,basic_expression_support,fei_subject_21,False,1,1,1.0,1.0,260.0,360.0,72.56003205128205,50.50327977416606,50.50327682495117,39.183173074069515,0.03208333333333333,73.86957201485245,0.03580222786789134,0.07462006062269211,0.25475864764510453,0.49385683760683763,0.0,0.5134615384615384,0.5513888888888889,0.057777777777777775,0.0,0.48372093023255813,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/22a.jpg,22,neutral,basic_expression_support,fei_subject_22,False,1,1,1.0,1.0,260.0,360.0,92.75121794871795,52.17064198635797,52.1706428527832,74.6010788059756,0.025405982905982907,85.28289473684211,0.016534391534391533,0.08119181543588638,0.2580757449178502,0.5553846153846154,0.0,0.5115384615384615,0.5555555555555556,0.057777777777777775,0.0,0.45614035087719296,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/22b.jpg,22,generic_smile,basic_expression_support,fei_subject_22,False,1,1,1.0,1.0,260.0,360.0,95.67753205128206,53.922562784446384,53.92256546020508,74.65502220578567,0.02827991452991453,82.84583813364056,0.030997983870967742,0.11639898270368576,0.2527721774193548,0.5360683760683761,0.0,0.5,0.55,0.057777777777777775,0.0,0.4642857142857143,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/23a.jpg,23,neutral,basic_expression_support,fei_subject_23,False,1,1,1.0,0.0,260.0,360.0,90.1294123931624,45.55871826692234,45.55872344970703,62.539902841697696,0.024006410256410256,82.08151955959022,0.01753618433045317,0.07311701774597168,0.25655328302161945,0.531292735042735,0.0,0.5096153846153846,0.5541666666666667,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/23b.jpg,23,generic_smile,basic_expression_support,fei_subject_23,False,1,1,1.0,1.0,260.0,360.0,88.48978632478632,45.22062868789754,45.22062683105469,53.79804045401418,0.024615384615384615,79.87062555066079,0.024881057268722466,0.0734039917588234,0.2505726872246696,0.5505235042735043,0.0,0.5057692307692307,0.5708333333333333,0.057777777777777775,0.0,0.4581497797356828,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/24a.jpg,24,neutral,basic_expression_support,fei_subject_24,False,1,1,1.0,0.0,260.0,360.0,99.76957264957265,50.84790671120482,50.847904205322266,81.3170298031266,0.03510683760683761,92.28707976268952,0.025232549622793525,0.11474975943565369,0.25056764081154326,0.5265384615384615,0.0,0.5115384615384615,0.5444444444444444,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/24b.jpg,24,generic_smile,basic_expression_support,fei_subject_24,False,1,1,1.0,1.0,260.0,360.0,95.98239316239317,49.88074806582302,49.8807487487793,73.38895619646706,0.03454059829059829,87.62186326070623,0.02640871525169046,0.11810138076543808,0.2528925619834711,0.5170940170940171,0.0,0.5153846153846153,0.5527777777777778,0.057777777777777775,0.0,0.4727272727272727,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/25a.jpg,25,neutral,basic_expression_support,fei_subject_25,False,1,1,1.0,0.0,260.0,360.0,82.87429487179487,50.94908940345505,50.94908905029297,61.0245341862079,0.023269230769230768,79.11885560675883,0.024116743471582183,0.09719408303499222,0.2662826420890937,0.5030876068376068,0.0,0.5019230769230769,0.5402777777777777,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/25b.jpg,25,generic_smile,basic_expression_support,fei_subject_25,False,1,1,1.0,1.0,260.0,360.0,84.1318376068376,51.792429148824645,51.79243087768555,57.96203227728467,0.02435897435897436,77.83253058103976,0.021674311926605506,0.10085117071866989,0.2662844036697248,0.5077350427350428,0.0,0.5038461538461538,0.5444444444444444,0.057777777777777775,0.0,0.47706422018348627,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/26a.jpg,26,neutral,basic_expression_support,fei_subject_26,False,1,1,1.0,0.0,260.0,360.0,88.0596688034188,49.84382379824485,49.84382247924805,81.80102194280079,0.029594017094017093,76.16822619192287,0.033215862599748854,0.08871108293533325,0.25778749949366064,0.4756517094017094,0.0,0.5211538461538462,0.5486111111111112,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/26b.jpg,26,generic_smile,basic_expression_support,fei_subject_26,False,1,1,1.0,1.0,260.0,360.0,85.43885683760683,49.5490713426135,49.549068450927734,76.74563102491052,0.03317307692307692,75.84059633027523,0.043310397553516816,0.09413863718509674,0.2515290519877676,0.5077350427350428,0.0,0.5153846153846153,0.5527777777777778,0.057777777777777775,0.0,0.47706422018348627,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/27a.jpg,27,neutral,basic_expression_support,fei_subject_27,False,1,1,1.0,0.0,260.0,360.0,93.30397435897436,51.46761276464695,51.467613220214844,49.08196836876325,0.02811965811965812,106.1353386247311,0.018655886061864847,0.09556090831756592,0.2603293524219272,0.5218055555555555,0.0,0.5134615384615384,0.5458333333333333,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/27b.jpg,27,generic_smile,basic_expression_support,fei_subject_27,False,1,1,1.0,1.0,260.0,360.0,88.11516025641026,50.27400282362859,50.27400207519531,39.52485131754968,0.02651709401709402,100.75903657834101,0.023617511520737326,0.09436415880918503,0.2590725806451613,0.5360683760683761,0.0,0.5115384615384615,0.5583333333333333,0.057777777777777775,0.0,0.4642857142857143,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/28a.jpg,28,neutral,basic_expression_support,fei_subject_28,False,1,1,1.0,1.0,260.0,360.0,83.35139957264957,61.16053584141261,61.16053009033203,36.0168770407581,0.02405982905982906,97.01332565284179,0.02227342549923195,0.10358478128910065,0.25042242703533024,0.5030876068376068,0.0,0.5173076923076924,0.5569444444444445,0.057777777777777775,0.0,0.4792626728110599,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/28b.jpg,28,generic_smile,basic_expression_support,fei_subject_28,False,1,1,1.0,1.0,260.0,360.0,85.73514957264958,61.884246642067644,61.884246826171875,20.008339861270912,0.022307692307692306,97.01440280098672,0.030237924723482135,0.1150018498301506,0.2585740431288295,0.48471153846153847,0.0,0.5134615384615384,0.5541666666666667,0.057777777777777775,0.0,0.48826291079812206,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/29a.jpg,29,neutral,basic_expression_support,fei_subject_29,False,1,1,1.0,0.0,260.0,360.0,83.57934829059829,47.344747933009764,47.344749450683594,48.00576468286581,0.024743589743589745,94.49430837004405,0.02234361233480176,0.08139566332101822,0.2593127753303965,0.5505235042735043,0.0,0.5173076923076924,0.5708333333333333,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/29b.jpg,29,generic_smile,basic_expression_support,fei_subject_29,False,1,1,1.0,1.0,260.0,360.0,86.39339743589744,48.94012261636961,48.940120697021484,74.38768096544216,0.03048076923076923,90.59655913978494,0.033010752688172045,0.07760091871023178,0.2527598566308244,0.5408653846153846,0.0,0.5096153846153846,0.5597222222222222,0.16641025641025642,0.0,0.7866666666666666,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/2a.jpg,2,neutral,basic_expression_support,fei_subject_2,False,1,1,1.0,0.0,260.0,360.0,86.99719017094017,48.82827315397174,48.82827377319336,128.2625145955466,0.050373931623931625,89.20109133523768,0.05485973778656705,0.0939076840877533,0.25430308357137626,0.5265384615384615,0.0,0.5076923076923077,0.5472222222222223,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/2b.jpg,2,generic_smile,basic_expression_support,fei_subject_2,False,1,1,1.0,1.0,260.0,360.0,88.25784188034189,50.47548267127393,50.47548294067383,146.9259615343524,0.05597222222222222,86.02065870484385,0.05381648245679104,0.08727185428142548,0.2535791113418886,0.5218055555555555,0.0,0.5134615384615384,0.5458333333333333,0.057777777777777775,0.0,0.47058823529411764,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/30a.jpg,30,neutral,basic_expression_support,fei_subject_30,False,1,1,1.0,0.0,260.0,360.0,104.26021367521368,38.00530443124496,38.00530242919922,98.14669575925468,0.03344017094017094,99.86394074675324,0.011465097402597402,0.08071105182170868,0.25625676406926406,0.5700961538461539,0.0,0.5173076923076924,0.5569444444444445,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/30b.jpg,30,generic_smile,basic_expression_support,fei_subject_30,False,1,1,1.0,1.0,260.0,360.0,102.50549145299145,37.4395651446436,37.4395637512207,90.39277905058348,0.03791666666666667,98.91089767972613,0.022473690883732723,0.08272042870521545,0.26340813997717766,0.610267094017094,0.0,0.5096153846153846,0.5652777777777778,0.16641025641025642,0.0,0.7405857740585774,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/31a.jpg,31,neutral,basic_expression_support,fei_subject_31,False,1,1,1.0,0.0,260.0,360.0,84.69898504273505,37.156323141522115,37.15632247924805,54.20604637836494,0.02433760683760684,98.0320463742754,0.012505012942506107,0.0870710015296936,0.2536366619271574,0.531292735042735,0.0,0.5096153846153846,0.5597222222222222,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/31b.jpg,31,generic_smile,basic_expression_support,fei_subject_31,False,1,1,1.0,1.0,260.0,360.0,82.28236111111111,36.84546361317223,36.845462799072266,37.28093012535156,0.019754273504273504,92.7285176309483,0.0124957206436152,0.08570151031017303,0.25662444368367,0.5651709401709402,0.0,0.5115384615384615,0.5722222222222222,0.057777777777777775,0.0,0.45217391304347826,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/32a.jpg,32,neutral,basic_expression_support,fei_subject_32,False,1,1,1.0,0.0,260.0,360.0,92.05819444444444,54.58388764788619,54.583885192871094,37.10147762984878,0.0234508547008547,92.5547619047619,0.020929339477726575,0.09171992540359497,0.25049923195084484,0.5030876068376068,0.0,0.5134615384615384,0.5402777777777777,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/32b.jpg,32,generic_smile,basic_expression_support,fei_subject_32,False,1,1,1.0,1.0,260.0,360.0,87.5836752136752,53.827440204522425,53.82744216918945,46.43228302606107,0.025673076923076923,87.93403524661308,0.02517076116079852,0.09948991984128952,0.25189629797350843,0.5124038461538462,0.0,0.5096153846153846,0.5513888888888889,0.057777777777777775,0.0,0.4748858447488584,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/33a.jpg,33,neutral,basic_expression_support,fei_subject_33,False,1,1,1.0,0.0,260.0,360.0,80.00213675213675,48.328750619687355,48.32875061035156,55.9010568540434,0.02159188034188034,82.36447359703173,0.015172596567945406,0.12958818674087524,0.2511760418737163,0.585,0.0,0.49615384615384617,0.5527777777777778,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/33b.jpg,33,generic_smile,basic_expression_support,fei_subject_33,False,1,1,1.0,1.0,260.0,360.0,79.40104700854701,48.26321499838874,48.263214111328125,29.40075719510191,0.014284188034188034,80.45355462797323,0.012886768700722188,0.10453592985868454,0.2564102564102564,0.585,0.0,0.5,0.5666666666666667,0.057777777777777775,0.0,0.4444444444444444,0.0,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
fei_face_database,image,FEI Face Database/frontalimages_manuallyaligned_part1/34a.jpg,34,neutral,basic_expression_support,fei_subject_34,False,1,1,1.0,0.0,260.0,360.0,84.49626068376068,56.48394661612938,56.48394775390625,59.48974883562989,0.029604700854700856,96.72273047149895,0.016713581984517945,0.14458633959293365,0.25633356790992257,0.440267094017094,0.0,0.5326923076923077,0.5430555555555555,,,,,,ok,phase3-opencv-v1,Aggregated from Phase 3 frame features.
